overall,reviewText,summary
3,"Very cute piece, but not of great quality or detail.",but not of great quality or detail
3,I should have paid attention to the size because I am not an amateur at this. They are huge! This was for a gift but no one I know will wear then.,Too Large
3,"Very cute, detailed, but the metal used for the cats was thinner then I was expecting which make the earrings feel cheap. I gave them to my niece for her birthday only because she has a cat that looks exactly like them.",Cute!
3,I love these shoes and they provide the right arch support I need. I'm disappointed that the buckle on one shoe broke shortly after I got them.,Broken buckle is disappointing
3,"For the price, it's a decent watch. The face is pretty big, which is what I wanted, but the band is cheap and light weight. The pin has popped out a few times as well.","The face is pretty big, which is what I wanted"
3,"I was not able to wear this shoes because they were too small. I tried to change it for one more size but Amazon did not have the option. Very Bad. So, choose very well your size before to buy it.",Very Bad. So
3,"Update: so, this pair did not last.... Less than 3 months in the strap broke - at a very inconvenient time. I fixed it (crazy glue) and thought it was a fluke. Wore it again, this time traveling, and the other strAp broke...halfway to my connecting gate. Disappointed.

Love them!  Always buy whatever the newest version as soon as they start to wear down. They are wedges with quite a heel height so, no, they are not made for walking all day. That's what tennis shoes are for. =)",Love them! Always buy whatever the newest version as ...
3,I didn't look at the size it looks pretty big in the picture but it was super small. You can't really fit much. 3 stars because it was cute though.,I didn't look at the size it looks pretty big in the picture but it was super small
3,The color of the Saree is not at all as pictured.  It is actually the color of the skirt shown - a rather strange brown and white with hot pink trim. The material seems to be more polyester than silk,may not be as shown in photo
3,Not a quality item ..not worth the money,Three Stars
3,Super cute outfit though.,Three Stars
3,material was a bit thinner then expected,Three Stars
3,These are much smaller than I thought they would be. But pretty.,Picture REALLY exaggerates the size
3,PRODUCT WAS NOT TWO TONE AS PICTURE SHOWS.  IT HAD MULTIPLE WARNINGS THAT THERE WAS A CANCER WARNING ABOUT THIS PRODUCT.  TOOK LONGER TO RECEIVE THAN ADVERTISED.,NOT WHAT I EXPECTED
3,"Looked good but too narrow, should have a wide width",Three Stars
3,very big size. Size 6.5 US big kids large 25.5 cm,Three Stars
3,These are huge and there is no elastic or draw string.  would probably fit a 6 year old.  They are cute though!,These are huge and there is no elastic or draw ...
3,I'm a size 11 and they were a bit too small.,Three Stars
3,"This product is a heavy flannel which is great. However the sizing is extremely small. I am 5'4"" 120 lbs and usually wear a small or medium shirt. They sent me a large (thankfully!) and it is almost too small in the shoulders and bust to wear (I'm an A cup so it's hard to be too small in the bust on me!), but leaves plenty of hip room. It is also quite long, so would work well with leggings. Just and FYI to order at least two sizes up for a comfortable, slightly loose fit.","Good quality, runs VERY small."
3,"I am a Gentle Souls connoisseur.  They typically run a little large or are true to size.  The problem with these boots is they were not available in a half size which is really what I needed.  I first purchased a larger size but they were huge.
What I like: water resistant if not water proof for brief submersion (deep puddles or flooded streets). Attractive (subjective opinion) rain boot that doesn't look like a rain boot. Easy - ish to pull on and take off.
What I don't like: They are slightly tight across the top of my foot - I have narrow heels and a slightly wider forefoot with a high arch - and this causes discomfort after a couple of hours. This effect is worsened if wearing thick socks.  One option is to remove the soft leather insole, but then they aren't as comfortable.",Effective as a water-resistant rain boot.
3,The shoes were too small but I really like the look. I am giving them to my daughter who is a size 7.,The shoes were too small but I really like the look
3,Okay not what I  thought it would look like,Okay not what I thought it would look
3,"It's very small, I believe over priced for the size and material, but it seems to be durable and it looks exactly the same as the photo.",Extremely small!
3,"Nice, but larger than expected.",Three Stars
3,"Sizing was terrible.  The medium fit fine in the shoulders and chest but the belly is clearly made for heavier folk.  I have an athletic build, and am not skinny.  It's also too long for me to wear untucked, though I am on the shorter side.  I had to have it taken in about 2 inches on each side and on the bottom.  The fabric is nice though, and the shirt is great now that it fits properly.  The model in the image must have it pinned in the back. If you have a belly or like your shirts loose in the middle it might be ok.",Sizing was terrible. The medium fit fine in the shoulders and ...
3,"My daughter bought some like this from DSW, they fit differently, I returned and got one size bigger, still didn't fit right. So unfortunately returned them also, but they are cute.",My daughter bought some like this from DSW
3,Kept getting tangled can't even wear it anymore,Nope
3,Quality is poor. The toe part is stiff and arrived a little bit flipped -- so it catches when you try to put it on. Not as comfortable as previous pairs purchased.,Quality is poor. The toe part is stiff and arrived a ...
3,"my wife wear a normal medium, I will have to reorder a extra large to fit her",Three Stars
3,"The shoe size is accurate however; the top parts run too small for the shoe size - this material will not stretch much so if you don't have ""flat"" skinny feet I would not recommend you purchase this shoe.","the top parts run too small for the shoe size - this material will not stretch much so if you don't have ""flat"" skinny feet I wo"
3,I like the shirt but it fit me like a 4xl.,Buy one a size larger than usual
3,"bought a size 9 which is more of a size 8
the slippers is heavy i thought it will be light
but its a lovely slippers i will still buy another one",bought a size 9 which is more of a size ...
3,I love them. Only thing that was disappointing is one of the lace hooks broke the first time I put them on.,I love them. Only thing that was disappointing is one ...
3,the color and construction are very nice...just what I wanted but I ordered a 10 and took them to work and the girl who I gave them too says she wears an 8.5 !!!!! I'm afraid to return them because I heard a report that if you return too many things you are barred from ordering for a whole year.,the color and construction are very nice..
3,"When I first ordered this bag it was about 3 weeks of wearing and the strap came completely off and so they replaced it..so after 2 months past I was feeling happy about this handbag because so far with the (2nd) bag nothing went wrong. So yesterday as I sit in the chair I was just going thru my purse looking for a receipt and long and behold I see the leather around the handle peeling and one side is really really bad. I am not rough with handbags at all so I am not sure why it's peeling leather. I will never order this brand ever again or for that matter off of amazon again. If you need this bag for a quick get away trip to match your outfits..than yes buy it..But, If its for everyday use than NO !!!",so after 2 months past I was feeling happy about this handbag because so far with the (2nd) ...
3,Could have been bigger for a 2xl. Kinda disappointed,Not a 2xl
3,Too long.,Three Stars
3,"Its make is what you would expect for it price and it didn't look or feel quite terrible, but the size discrepancy was impossible to use. I gave it away to one of my nephews as it was not able to fit a regular sized adult.",Meh.
3,"much cuter in person than picture depicts, but runs narrow",Three Stars
3,"This is a replacement for the first one. The bezel on it did not turn and the numbers were misaligned. The bezel on this one turns well enough. On both, the 24-hour numbers are askew. As you can see in the photo, the 12 is slightly off from the 6 o'clock position, while the dots between 10, 12, 14, 16, and 18 are not centered correctly. the rest of the numbers and dots appear to be in their correct positions. All this goes only to the look of the watch. The watch keeps good time and the 24-hour hand works well. The magnification window is must for bad eyes like mine; even with glasses I have trouble reading the dates on my Citizen, Casio, and Timex. The 40 mm case looks okay on my wrist too. For the price, this is a good watch.",Good watch but the bezel numbers are misaligned
3,Not a true fit,Three Stars
3,"My daughter loved it, but it stopped working after nearly 2 years and couldn't be fixed.",Three Stars
3,Ok. Not pants i would wear outside of the house.,Three Stars
3,Cute and classy. Its a little bigger and stiff than i would prefer but with the right look its a cute purse.,Its cute with the right look
3,"It looks very big on my face. Blue looks to shiny to me, but it's ok.",Three Stars
3,"The description specifically says they run large, but that is the complete opposite of my experience. These ran very small.","The description specifically says they run large, but that ..."
3,feels a little cheap for the price but my friend loved it,... a little cheap for the price but my friend loved
3,I was expecting the bells to be louder and sound more like jingle bells.  The red and green colors are dull,... expecting the bells to be louder and sound more like jingle bells
3,makes my feet look way bigger. Not a good idea.,Not a good idea.
3,This coat is really cute I think I ordered to big of a size but I don't mind. It really isn't warm enough for the winter. I live in New England and I tried wearing it on the first snow and it was really cold. It is like a thuck sweatshirt style coat.,Cute but not warm
3,"This jean doesn't fit as well as a lot of other Wrangler Jeans. The denim material seems to be a lighter weight, and I noticed that it only has 1% spandex in it as opposed to 2%, which a lot of the other jeans have.  This may be the reason why.  They just don't seem to fit as nice even when you first put them on and then they stretch out more, or lose the nice fit that the others have.  Not sure if it would be a mistake to get a size smaller, because then they may be too small.  I ordered this jean because I really liked the look of it with the stitching down the outside of the pant leg.  I wish they would make this style again, but maybe give it the nice comfortable fit that their other jeans have.",They just don't seem to fit as nice even when you first put them on and then ...
3,"Pros and cons to these boots. First, the package is nothing more than a box. That is it -no trills, The boots come wrapped pretty well to prevent damage to the gold plated chain around the ankle. The boots are beautiful and are as the picture depicts. However (cons) the leather is not given thus the boots are less than flexible when you are walking.  The design of these boots pose some challenges as well. The arch inside the boot keeps the owner on the tips of toes. This will cause many issues if you intend to wear them for a great length of time. Secondly, there is not padding for cushion inside the boots. This lends to the arch awareness stated previously.

Other than items listed the boots are beautiful and the sole of the boots keep you stead even I wet weather. This was a pleasant surprise given the height of the heel.  You will feel stable.",The boots come wrapped pretty well to prevent damage to the gold plated chain ...
3,Loved the style but they were way too small for my boyfriend. He couldn't even get his foot into the size he normally wears.,"Long on style, short on size"
3,"These are really cute, but fit my foot weird...May just be me, ended up giving them away to a friend",Okay..
3,"The fabric is lovely, but this dress fits very tight and small.  I ordered a size 10 for my average height, and very skinny 8 year old and it fits like a glove.  Not sure if it will make it to spring, which was my intention, in ordering a size up.",and very skinny 8 year old and it fits like a glove
3,"Thin material, which I wanted, but does run smaller than it should.",Three Stars
3,Bag seems extra heavy without anything in it and the large flap over the top seem like a cumbersome way to close the bag.,... it and the large flap over the top seem like a cumbersome way to close the bag
3,They are great but I need smaller ones the ones I have are way to long.,Three Stars
3,"My boyfriend loved this jacket online.  Unfortunately, even the 2X is not meant for tall men.  He is 6'4"" and the arms were too short.  He's also about average build, but the jacket was a too snug for him.",Not for tall men.
3,"Cos Monde is a very reliable company, one issue is that this cosplay was a bit over priced. I've worn this cosplay to three cons & at the end of the third one the buttons on  the front of the coat fell off. Second, I ordered a small because it was the closest to my measurements. Sadly, when i got the cosplay it was a tad too big & spacey for a person my size. The shorts that came with this cosplay were too uncomfortable & big so I used my own black short-shorts. The cosplay was comfortable but I wore it in the hot weather (not a good decision) and I was sweating bullets. The boot covers were crap and I never used them. Overall, this cosplay is alright but the price is not worth the quality of the cosplay. Thank you.",Ehhhhhh.
3,"It's a nice little shirt, but order a size up from what you would normally wear. I think it runs small. Also being linen, of course remember that there's no ""give"" to this fabric. Shoulders are the narrow part.","As expected, but small"
3,"My daughter just turned 12, she is average size, but the dress was a bit small for her. Also, she complained that it was rather scratchy. Otherwise it looked good.",Otherwise it looked good.
3,"in tall and thin like the model in the photo but she is obviously wearing a different pair of pants these are for someone short and heavier. Very short.
Construction of pants is good. I just wish they looked better. Very short on me. Too casual for work. Maybe good enough for the weekend errands or clean the house in. Oh wait...too expensive for that. Too bad.",Not like the photo...
3,These were beautiful shoes with great support for my foot. Unfortunately I am new to the Vionics line and I am learning which styles fit my feet and which ones don't. These were too big and too wide for me to walk in without flopping around on my feet.,"Beautiful, Just Didn't Fit Me....."
3,This shirt is made of very thin material.  I gave it to a family member as a birthday present but told him to wash in cold water only and throw in the dryer for only a brief few minutes otherwise I am afraid it will shrink or wrinkle very bad.  I think it is way overpriced for the quality.,"Thin material, overpriced for the quality."
3,"The style was cute, but the tag stated that it was a large but in America it was an extra small (children size), not for an adult.","Tage stated large but in American sizes it would be extra, extra small (petite)"
3,works well,Three Stars
3,"I have a very small shoe size.  Normally I wear a child size 2.  Usually, I will buy an adult 5 because I like to wear 2 pair of socks in the winter.  When these arrived I tried them on immediately without socks, just to get a feel of them.  The part around the ankle is extremely tight..  I may be able to wear a pair of very thin socks but nothing more.  I can probably wear these in the fall but not in the winter months.  I would suggest buying at least 2 sizes larger than you would normally wear.",I will buy an adult 5 because I like to wear 2 pair of socks in the winter
3,I don't like it,Three Stars
3,THEY ARE PRETTY BUT THEY ARE NOT ALL NIGHTERS .,Three Stars
3,"I like the space of this wallet. The only downside is the baggy appearance. The zipper part is a bit too large. Other than that, it's a good wallet! I bought it for the color combo. Good buy.",I like the space of this wallet
3,I found that after a short time wearing these I developed blisters on the side of my foot. I would probably have to coat my foot with Vaseline until these sandals are properly broken in. They are good for wearing in sand and water.,"OK, but require breaking in"
3,Nice quality but kind of big i bought a size 12 petite. I think a size 10P is the right size for me.,Nice quality but kind of big i bought a size ...
3,"Unlike other reviewers I didn't think these pants fit small. However, I'm glad I went up a size because the fabric is kind of see through. I really didn't like the material. It's very shiny and see through. They were well-designed though and flattering.",I'm glad I went up a size because the fabric is ...
3,"It's very nice, except that it was longer than I expected.",Three Stars
3,They are very dark. Good for working in Florida sun.,Good for working in Florida sun
3,"I chose three stars merely because the shirt is so fitting for my caching friend. However, I was disappointed in the quality of the shirt. the entire front of the shirt is hard to the touch and the outline of the iron-on is more than obvious. Even after washing it once there is a huge area of ""stiffness"" that is in a large rectangular area on the front. Fine I suppose if you are going to wear it over another shirt, but about as comfortable as a wool sweater otherwise.",Meh
3,Very cute dress but the arm holes were extremely small and I have small shoulders. Size up one size or two,Very cute dress but the arm holes were extremely small ...
3,Too short.,Three Stars
3,"Nothing wrong with the product.  Just a little too flashy for me (which I did know before I bought it, but figured I'd give it a shot)  But quality is there.  If this is your style, it is a good shirt.","Good quality, too flashy for me"
3,Love the shoes. Love this color. Sad thing was after wearing them for 1 afternoon the soles of the shoe started to rip off and the insides are coming up too. Did the job for a day but disappointed they're already ruined from 1 wear.,Love the shoes
3,"Nice shirt for price. Just not much of a person that likes to spend too much time ironing as you will with this shirt. No matter what dial I dry this on, it still comes out too wrinkly. Especially the collar and button up area. Once you spend some time on getting it ironed as best as you can, it looks and feels great to wear. I just don't look forward to washing it, knowing how it will look coming out of the dryer.",Buy a good iron!
3,Expected it to be a little larger. Particularly the tops.,Three Stars
3,"Its ok, nothing great but not bad either, looks cute on.",nothing great but not bad either
3,No belt,Three Stars
3,"These are so cute, but they tore my feet up so badly that I have only worn them the one time.","These are so cute, but they tore my feet ..."
3,smells pretty bad as using it,Three Stars
3,While I think it's pretty I felt that it was a lot smaller than it appeared online.  And it seems pricey considering that it does not even come with a chain. I decided to return it because it just didn't seem worth it.,While I think it's pretty I felt that it was a lot smaller than ...
3,Pants shortened after cleaning,Three Stars
3,"First off, this is a very nice looking watch in person. It has a great weight and feel, comes in a beautiful box, etc... I bought this as a birthday gift for my boyfriend in September, come December, the second hand has completely detached from the dial with no visible signs of trauma to the outside of the watch. I don't know about you, but I didn't spend over $80.00 for a watch that would only last 3 months, even if there is a warranty. Maybe I just got a lemon. At the time of purchase I was concerned about the band holding up, which is still in great condition. It is a genuinely beautiful watch on the surface, buyer be aware","Beautiful outside, not so sure about the inside"
3,"The material was poor but for what it was going to be used for, it  was ok",Three Stars
3,My Nike sign popped off over like a month of wearing them but that was my fault bc I was rushing to take off the show ! But people say it happens a lot,My Nike sign popped off over like a month of wearing them but that was my ...
3,"Love the dirndl, very nice material for the price. However the blouse was a different story. Shoulders and sleeve openings are cut too tight for comfort. At 5'5"" and 115# I usually don't have that problem.
Very disappointed because the dress is lovely.",Blouse doesn't fit
3,"Toe strap uncomfortable, leaves blisters.",Three Stars
3,Doesn't fit,Three Stars
3,Size width is ok and it's a nice style but shirt is shorter than a Big Tall should be.,Three Stars
3,"Do wish I would have ordered a size smaller, but I guess it can be saved for later, like next summer.  But I really do like the dress.",like next summer
3,Thin material very cute runs small,Three Stars
3,"I'm on my third pair of these so you would think I would give these 5 stars. Well, I can't. I like the idea of the little bump on the front of the foot to help propel you forward, but on longer runs, it becomes a nuisance. I also feel like my foot tends to roll to the outside a little in these and it makes my ankle a little sore. Also, if you are considering switching to these from a regular shoe, do not just start wearing these everyday like I did. You have to give yourself a transition period unless you are used to something with a lower profile. I've already decided that I will no longer wear Newtons once my current set wears out.",Switching to something else after my third pair wears out
3,Such a pretty show but you want to go at least a 1/2 up to get the right fit.,Three Stars
3,Kinda small fitting and yellow is very loud almost looks yellowish green. Nice material and a pretty dress,Nice material and a pretty
3,"Very comfortable boot;  fit is a little big, but not uncomfortable.  I would purchase another product from this same supplier",Very comfortable boot; fit is a little big
3,"I was hoping it would fit in the waist like the picture but like most tankinis, it's too big in the waist and I look like a polka dot box!",I was hoping it would fit in the waist like the picture but like most tankinis
3,"High waisted on my 5'5 frame, also I am a size 10 and larges were tight. Just not comfy enough to keep.",uncomfortable fit
3,Gift,Three Stars
3,Its basically a full frontal beard. One dementional only. Served my purpose but was itchy and very short term.,One dimensional.
3,"I gave it a three since the product seems to be of a quality I was expecting.  Problem is the size.  I wear a 44 waist and this was too small.  Only able to click it in twice and it was too tight.  Checked and they don't have a larger size, in fact most of the companies dont.

I found slide belts that has a larger size belt and so far I like it.  Main reason I am not returning this belt is because I like the buckle design and it was cheap enough.",I found slide belts that has a larger size belt and so far I like it. Main reason I am not returning this ...
3,way shorter than appears in the pictures. have to use a skirt extender,Three Stars
3,Little girl sized not for women,Three Stars
3,really massive sized clutch.  I can't decide if I like it or not.  The leather is quite plush but it's a pretty big statement accessory.,I can't decide if I like it or not
3,"It's much shorter and a little smaller than I expected. It's not terrible, not great. Meh.","It's not terrible, not great"
3,the stressed leather looked like someone just dumped a load of gravel on it. I had to polish them up a bit.,the stressed leather looked like someone just dumped a load of gravel on it
3,They are heavy boots to constantly walk in. Kinda of a bummer,Three Stars
3,"It's cute! I enjoy wearing it, but one of the buttons already ripped off, so I'm going to re-sew it and hopefully it will stay on.",I enjoy wearing it
3,"Great shorts! Bought four pair, all 38s, three fit perfectly, this one was tight. Guess it is more a matter with Rip Curl quality control than the actual shorts though",Great shorts! Bought four pair
3,"Way way too small.........  3x fit my granddaughter who is size 12.  not me.  Only keeping it because she liked it...
Jacket looks okay otherwise...just not nearly an x or xl., let alone 3x",bomber jacket
3,Nice,Three Stars
3,It's good6,Three Stars
3,Cheap!,C
3,"The color changed a little after one wash, and it wrinkled. I would rather prefer the baby clothes to be low maintenance.","The color changed a little after one wash, and ..."
3,Small. Fabric catches and snags on everything.,Three Stars
3,Good material but way bigger than sized. No thumb holes. Disappointed.,Three Stars
3,"loved this bathing suit but the bottoms are to small and i hate the fact that you can't mix and match the sizing cus I'm bigger at the bottom rather then the top, i recommend getting a size or 2 up.",loved this bathing suit but the bottoms are to small ...
3,I purchased these for my 11 year old daughter and while they fit they were very snug around the calf area.,Cute but snug
3,It is ok.  However the quality of the material is not so great.  It more like something you wear at home.,However the quality of the material is not so great. It more like something you wear at home
3,"Fit small
For me an average size girl who bought the extra large",Fit small For me an average size girl who bought ...
3,"Really nice hoodie, different than the usual - the vintage look sets it apart. But...  it was really small.  I ordered a large, which should have fit my son with room to spare, but he couldn't even get it on.  My daughter ended up with it and she loves it.","Really nice hoodie, different than the usual - the vintage ..."
3,They're sort of cute and look like the picture but not very high quality. in person They run a little small. I am returning. If they were $10 I'd keep but I'd rather go to Marshalls.,Looks cute!
3,A very tight fit before cleaning & even tighter after.,Order 1 size larger for comfort
3,gave it to my friend It look beautifull. very well constructed.,Three Stars
3,"The shoes are gorgeous...separately. The pattern placement is different on each shoe. This may not bother you,but it messes with my sense of semmetry.","Love this shoe,but....."
3,Good quality but the locket is a mini,Three Stars
3,"Love these pants.  However, the ""Jasper"" long strip attached to the outside of the right leg actually took of part of the fabric when I removed it!!!!  I was NOT a happy camper.

Ellen Coman",Sticky Product Name On Leg Removes Corduroy!
3,"would not grip my heel.  Foot would slip out, irritating heel.",Three Stars
3,"These gloves were not cold resistant for Maine weather. In spring they will be fine for working outside, just not at the temperatures they suggest.",In spring they will be fine for working outside
3,Shirt runs large.,Good concert shirt.
3,"3 stars for the color and fast delivery,  its way too small",Three Stars
3,The quality of these seem okay but they are just too small!,Run small!
3,"A bit short, but a good buy!  Cute button down in back.  Also, please note that the ""lace"" on the front is a latex like material, but still ok and looks great.","CUTE BUTTONS DOWN THE BACK, A BIT SHORT."
3,"I was super excited for these rings, but they are too short for my piercing :/",Three Stars
3,i return and replace it,Three Stars
3,"Ordered this necklace as a gift for my mother-in-law. I only gave three stars because pouch that was pictured in side photos wasn't included. How can I give a necklace as a gift in a clear zip bag? Necklace is as pictured, very nice, but was disappointed the pouch wasn't included for gift giving.","Nice Necklace, No Pouch Included"
3,"the battery was dead !! So I have to change it myself and the metal band material
too shinny did not like it much",So I have to change it myself and the metal band material too shinny did not like it
3,ok,Three Stars
3,"If you are shorter-waisted, have a smaller chest, and don't love cinched dresses and tops being weirdly blousey, then this dress is probably not for you. For the elastic to sit at my waist, the dress was short and the top felt large. Scooching the dress down... well it just looked odd. Not for me. Also, the material was a little thicker, stiffer, and rougher than I had expected.",and don't love cinched dresses and tops being weirdly blousey
3,"My son was so excited to find a Dragon shirt, but it fit a bit small.","Cool shirt, but it was a bit small."
3,I bought this product for my fianc and he absolutely loves it. The only thing that I do not like is that between each link the paint is not finished. For as much as I payed for this product I would expect for it to be perfect.,The only thing that I do not like is that between each link the paint is not ...
3,"Really nice shoes, not that comfortable, but nice looking",Three Stars
3,I had to return these shoes they were too small.,Three Stars
3,Shoes are pretty however It  kept giving scars to my feet i had to throw them away.,Uncomfortable
3,I need to change the item for a bigger size,Three Stars
3,Expensive!,Three Stars
3,Don't like the surprise of lace on back of shoulders. Maybe I didn't read enough detail before ordering. Like the red color. It's ok. Not my favorite at all. Like the sleeve length. Had to wear a tank top underneath.,Don't like the surprise of lace on back or shoulders
3,"Was looking for a running shoe to replace my last pair of Pumas but these were too small and didn't fit quite the same. Seemed to be good quality otherwise, arrived on time, etc.",Not quite like the previous Puma Vectana
3,leather ? I don't think so. But they fit my daughter and she is happy with them.,But they fit my daughter and she is happy with them
3,too short,Three Stars
3,"Disappointed .....  very average, meh !  For $145, I expected much more.

I ordered the cobalt blue Neely Flat, and I love (!) the color.  I also like the way the shoe is structured and holds my (wide-ish) foot securely (and without rubbing over the front joints of the foot).  I really appreciate the all-leather construction, including even a leather insole which tops the ""orthotic"" insert.  And there's nice room for my toes.  Wonderful !

But ....

There is almost zero arch support.  Nor is there much insole padding.  It feels as if the balls of my feet are walking with less padding than a piece of hard cardboard between my feet and the ground.  The heel has a bit more.

Sad, very sad.  I have multiple pairs of Danskos, but this one is plain disappointing.  I had hoped to have found a semi-dress, sturdy, arch-supportive yet soft flat which would take me many miles.  This is not it.

I probably could go out and buy other, better orthotics/arch-support/padding, but for $145 I don't feel I should have to do so.  I would also thereby lose the nice leather insole liner.  I haven't decided whether or not to return these, but I'm leaning that way.

Where do I find my perfect flat ?  Or even such a shoe with an inch or inch and a quarter heel ?  If anyone knows, please let me know !","Disappointed .....  very average, meh !"
3,"pure quality, but ok",Three Stars
3,just ok,Three Stars
3,Could be longer and a wee bit larger. A bit thin and see thru.,Beautiful but off key dress.
3,"Adorable dress as shown in the pic, but feels a bit large.",Three Stars
3,There sizing is off way to small. Ordered large. Pretty thin material guess if your going for the sexy look. You might like them,Sizing fit small
3,This shirt looks nice. The graphics are sewn appliques rather than print. I purchased size 6 for two boys aged 4 and 5. The set fits pretty much exactly right now. The pants seem well constructed but feel like sleepwear.,My grandson likes this dump truck shirt.
3,Doesn't fit how I expected but nice hat,Three Stars
3,"Style is not as pictured, bottoms run way to small. Great swim suit for the price, but if you are looking for a triangl dupe, don't order the bandeau mesh. Bottoms are slightly darker, and the top is not as colored. The other style triangl was great just a bit small but I ordered a size up, and it is exactly I like the dupe.",Black pink and white bandeau
3,Bigger then I expected,Three Stars
3,"Nice dress, but too small for a 34 C chest.",Small in the chest even when sized up.
3,"Too warm for the south where I live, but I gave them to my daughter and she loves them!",Three Stars
3,Nice looking. Received wrong size and had to return it. Possibly had something to do with time of year ordered. Arrived in perfect condition...,Nice looking. Received wrong size and had to return ...
3,"This dress is a ones size fits all. I am 5'9 and 140lbs, and I wear a 36C bra. The Length was good and the waste and rear fit well but the top half was a little loose. The purple color was not purple, more of a load weird pink color. So I think the black would have been a better choice. I decided to write this review to help others who are interested in buying. I think if you are short the dress will need to be altered. I think if you have a small chest this dress will not fit on top at all. The material is stretchy to a point. I would say at my height give or take a inch or two, and you weigh 130lb to 160lb and have a full chest this dress will fit you beautifully. For everyone else this will not fit. So not so much one size fits all. I sent mine back. I hope this helps. I will attach a photo, I think the dress was not flattering for me.",This review is a helpful size guide.
3,The size of the bands was too small,Three Stars
3,"Comfy, but the white shorts are someone see through... keep that in mind when selecting the color underwear you wear underneath! ;)",a bit see through
3,It is a little too big. I'm keeping it only because I haven't got time to return. Shipping is inconvenient.,It is a little too big. I'm keeping it ...
3,"Shoes looks nice. They are a lighter shoe, not a strong as other styles. I have custom orthotics which are slightly larger than the soles provided. After removing the manufacturers soles and putting in my own, the shoes were dreadfully tight. Not sure getting a larger size would help as length wasn't the issue but vertical size was. wouldn't recommend if you have custom orthotics.",Not recommended with custom orthotics. Fit Small
3,It's a really cute top. I can't wear it as a dress because the slit comes up way too high. Otherwise this is a really cute top. I weight 180 and am 5'6. I ordered a size L. I have broad shoulders so the top was a little tight but it's manageable. Got here extremely fast so I am pretty satisfied about that.,Cute
3,"Beware this product BLEEDS on everything. I've ruined all of my white suits and tshirts by putting this in the same ""wet bag"" as this top. The fit was good. I should've gotten a small but I wanted some room to breathe. I am an A cup so I just didn't fill out the bust as well as a full B would've. I would have kept this top except for the bleeding part. I'm sure after a few more rinses the color would fade altogether.",The fit was good. I should've gotten a small but I wanted ...
3,"This is a very nice bow tie. It is made well and good quality, but the color is off! It is not gold & shiny looking like the photo. The color is a dull mustard/orange color.",Paisley Bow Tie
3,It smells weird. Like very pungent.,Three Stars
3,"Great looking bracelet, parts of the leather came unwrapped quicky",Nice looking but lower quality
3,"Excellent shoe, VERY tight. The correct size was sent, fast shipping, but I recommend getting the wide version, I wear standard D in sneakers but this is hella narrow.","Excellent shoe, VERY tight"
3,Ordered the same size from same brand and these are much smaller.,Three Stars
3,The ring is beautiful but I only wore it 1 day and 2 of the blue stones came out.,Pretty but.....
3,These gloves have a flap to cover the fingers if you don't want to go fingerless -- didn't realize it had this.,These gloves have a flap to cover the fingers if ...
3,"Sizing is small.  Large size is like a medium.  Hope it doesn't shrink.  Free Returns does not help, because there is no ""Extra Large"" size available. Neck button holes are also to small to easily fasten.",Too Small
3,Kind of cheaply made but for the price I guess you get what you pay for.,Kind of cheap but works
3,a bit think shows skin and underwear,Three Stars
3,It is ok,Three Stars
3,"I like the way it looks and works so far. I am hard on watches so we will see how it holds up. Needs to have instructions included on how to take off extra links. It ended up being very easy, but took a week before I realized how to do it. Everybody wanted $20 to take a few off. Taht would ave made the watch too expensive.",I like the way it looks and works so far
3,"For the price, I sent them back for a refund.  I previously have worn the ASICS GEL-Quickwalk 2, and was extremely happy with them.  They were lightweight & padded enough for my forefoot issues.  These do not seem to be so.  They were a bit snug, but I figured they could be broken in.  However, the forefoot seemed to have little to no padding, which is where I need it most.  AND they were about $35 more than I got the old pair for locally. (probably on sale, but still).  Alas, they do not make the older style anymore.",Not as padded as older style ASICS GEL-Quickwalk 2
3,"These socks are thick, but they feel like synthetic. I tested one of the threads, and it did not pass the test for cotton! I thought they were advertised as 100% cotton. I am disappointed.",Does not feel like 100% cotton
3,I was hoping it would be a thinner scarf.,Very bulky
3,"Liked the look of this sandal but as it was so wide, my foot slipped right through. Had to return",Liked the look of this sandal but as it was ...
3,Nice coat but too small. Had to go it aways to a child.,Three Stars
3,Awkward fit with stockings as my foot wants to come out of the shoe. It's fine when barefoot.,It's fine when barefoot
3,"The material is good. However, it runs too small! I bought the 0-6months size, and my eight weeks old barely fits into it. She is about 21 inches long and weighs about 9lbs, so she's a very thin baby. Not worth the $20 .",Way too small
3,"I purchased this dress specifically for St. Patrick's Day. It is a bright emerald green color, and for that reason, I am keeping it and not returning. However, the hips in this dress are very large. I ordered the size Small (Small in Women's/Misses - not Juniors, keep in mind), and it still ran a little big for what I was expecting. It also didn't arrive with a belt as shown in the picture, so just FYI there. I added a belt to define my waist and try to draw attention from the material that was oddly bunching and making my hips look wider than they are.
The material snagged quite easily in the first wearing yesterday. I will only be wearing this dress once more on St. Patrick's Day, and then it's going in the trash. I didn't expect a lot for $10 shipped on Prime, so it worked for what I needed it for.",The material snagged quite easily in the first wearing yesterday
3,Just ok. It's Coach and it was a good price. It's not exactly what I wanted because I prefer a smoother nicer leather but it is the perfect size and I know it will wear well,It's Coach and it was a good price. It's not exactly what I wanted because ...
3,The pants arrived and they were way too long for my son. I decided to just hem them myself and keep them. He was happy with the them.,Too long but decided to keep.
